id,title,description,category,tags
117,Structural soil analytics — Remote Townships,Public agencies report high switching costs when scaling services. Mitigation options include efforts to deploy low-cost sensors and standardize metrics. Outcome measurement remains uneven across jurisdictions (synthetic scenario 117).,Genomics,"genomics,synthetic,bulk,16"
118,Urban cold chain integrity — Remote Townships,SME networks report fragmented tooling when scaling services. Mitigation options include efforts to subsidize training and standardize metrics. Outcome measurement remains uneven across jurisdictions (synthetic scenario 118).,Cybersecurity,"cybersecurity,synthetic,bulk,17"
119,Urban clinical documentation — Coastal Cities,Farm associations report outdated regulations when scaling services. Mitigation options include efforts to subsidize training and fund shared infrastructure. Outcome measurement remains uneven across jurisdictions (synthetic scenario 119).,Agriculture,"agriculture,synthetic,bulk,18"
120,Institutional last-mile delivery — Border Regions,Fintech startups report limited telemetry when scaling services. Mitigation options include efforts to deploy low-cost sensors and publish benchmark dashboards. Outcome measurement remains uneven across jurisdictions (synthetic scenario 120).,General,"general,synthetic,bulk,19"
121,Institutional soil analytics — Island Communities,Fintech startups report capacity bottlenecks when scaling services. Mitigation options include efforts to standardize metrics and publish benchmark dashboards. Outcome measurement remains uneven across jurisdictions (synthetic scenario 121).,Healthcare,"healthcare,synthetic,bulk,20"
122,Cross-border threat intelligence — Border Regions,SME networks report limited telemetry when scaling services. Mitigation options include efforts to publish benchmark dashboards and align procurement rules. Outcome measurement remains uneven across jurisdictions (synthetic scenario 122).,Education,"education,synthetic,bulk,21"
123,Operational supply visibility — Coastal Cities,Logistics carriers report limited telemetry when scaling services. Mitigation options include efforts to cross-train teams and standardize metrics. Outcome measurement remains uneven across jurisdictions (synthetic scenario 123).,Technology,"technology,synthetic,bulk,22"
124,Institutional clinical documentation — Remote Townships,Energy cooperatives report opaque pricing when scaling services. Mitigation options include efforts to publish benchmark dashboards and cross-train teams. Outcome measurement remains uneven across jurisdictions (synthetic scenario 124).,Sustainability,"sustainability,synthetic,bulk,23"
125,Rural credit access — Island Communities,Farm associations report high switching costs when scaling services. Mitigation options include efforts to publish benchmark dashboards and pilot open APIs. Outcome measurement remains uneven across jurisdictions (synthetic scenario 125).,FinTech,"fintech,synthetic,bulk,24"
126,Rural soil analytics — Peri-Urban Zones,Farm associations report skill mismatches when scaling services. Mitigation options include efforts to cross-train teams and pilot open APIs. Outcome measurement remains uneven across jurisdictions (synthetic scenario 126).,Logistics,"logistics,synthetic,bulk,25"
127,Persistent threat intelligence — Agricultural Belts,SME networks report uneven connectivity when scaling services. Mitigation options include efforts to fund shared infrastructure and cross-train teams. Outcome measurement remains uneven across jurisdictions (synthetic scenario 127).,Genomics,"genomics,synthetic,bulk,26"
128,Systemic grid resilience — Peri-Urban Zones,Hospital systems report outdated regulations when scaling services. Mitigation options include efforts to cross-train teams and deploy low-cost sensors. Outcome measurement remains uneven across jurisdictions (synthetic scenario 128).,Cybersecurity,"cybersecurity,synthetic,bulk,27"
129,Rural model governance — Mountain Districts,Energy cooperatives report capacity bottlenecks when scaling services. Mitigation options include efforts to publish benchmark dashboards and align procurement rules. Outcome measurement remains uneven across jurisdictions (synthetic scenario 129).,Agriculture,"agriculture,synthetic,bulk,28"
130,Institutional clinical documentation — Coastal Cities,SME networks report high switching costs when scaling services. Mitigation options include efforts to deploy low-cost sensors and subsidize training. Outcome measurement remains uneven across jurisdictions (synthetic scenario 130).,General,"general,synthetic,bulk,29"
131,Emerging identity assurance — Mountain Districts,SME networks report uneven connectivity when scaling services. Mitigation options include efforts to standardize metrics and deploy low-cost sensors. Outcome measurement remains uneven across jurisdictions (synthetic scenario 131).,Healthcare,"healthcare,synthetic,bulk,30"
132,Systemic data interoperability — Agricultural Belts,Public agencies report limited telemetry when scaling services. Mitigation options include efforts to align procurement rules and align procurement rules. Outcome measurement remains uneven across jurisdictions (synthetic scenario 132).,Education,"education,synthetic,bulk,31"
133,Regional grid resilience — Island Communities,Farm associations report trust deficits when scaling services. Mitigation options include efforts to standardize metrics and standardize metrics. Outcome measurement remains uneven across jurisdictions (synthetic scenario 133).,Technology,"technology,synthetic,bulk,32"
134,Persistent workforce training — Peri-Urban Zones,School districts report uneven connectivity when scaling services. Mitigation options include efforts to standardize metrics and subsidize training. Outcome measurement remains uneven across jurisdictions (synthetic scenario 134).,Sustainability,"sustainability,synthetic,bulk,33"
135,Institutional supply visibility — Remote Townships,Logistics carriers report fragmented tooling when scaling services. Mitigation options include efforts to cross-train teams and deploy low-cost sensors. Outcome measurement remains uneven across jurisdictions (synthetic scenario 135).,FinTech,"fintech,synthetic,bulk,34"
136,Operational water monitoring — Mountain Districts,Fintech startups report opaque pricing when scaling services. Mitigation options include efforts to deploy low-cost sensors and publish benchmark dashboards. Outcome measurement remains uneven across jurisdictions (synthetic scenario 136).,Logistics,"logistics,synthetic,bulk,35"
